disease,symptoms_used,generated_call
Hyperventilation,"Burns, Arrhythmia","Oh, Y-You've got to h-help. It's m-my partner. [crying] He— He just... just fainted out of nowhere. And [gasping] now he won't wake up. His.. his skin... there's this... s-strange bluish color to it, and his lips... his lips are pur- I mean, they're... p-purple. Also, his... his body's shaking uncontrollably... L-Like a seizure or s-something. 

[sobbing] I'm trying to keep myself together but... I-I'm really scared. He's just been complaining about this... t-tight feeling in his chest. And earlier he was so tired and dizzy... and he's sweating — I mean, like soaking wet. Please, send someone. Fast."
Hyperventilation,"Arrhythmia, Burns","Oh g—god, please, you need to—to hurry— [sobbing] my husband, he— he's just— suddenly so, so tired, like he can't— can't even keep his eyes open... he keeps saying his head hurts, a—a lot... [sighs] ha— hardly can catch his breath... no— no appetite... throat— I think it's so dry... [breathing heavily] Skin... too warm to... to touch... I... I don't know what to do... [crying]

He— he's starting to sh—shake uncontrollably... just like, violently sh—shaking... [gasping] now... now he’s stopping... oh, god, he is not moving... with all this shaking... then nothing— like [whispering] he's not there... [sobbing] Please hurry... [sirens in distance] please..."
Hyperventilation,"Burns, Arrhythmia","I— I don't— [breathing heavily] I don't know— I um, I need— [crying] Oh God, I need help. Uh, I woke up and— and my chest, it— it hurts so badly. It's like— like a sharp pain when I breathe, right— right here, piercing— [gasping] right— It's all over my body, actually. I'm— I'm cold yet, yet I'm sweating bullets. [sobbing] And my— my throat's on fire and— and I can barely talk. I’m shivering— [coughing] so hard. Something— something's real wrong— Please, you gotta— send someone. I’m— I’m seeing double or something— everything— [whispering] everything's blurry..."
Hyperventilation,"Burns, Arrhythmia","Oh God, it's really— it's really bad. The pain— it’s s—so bad. I— I can barely move. My heart’s racing like a train that's gone off— oh God— off the rails. [breathing heavily] And my head… feels like it got ran over— [groaning] by a semi. Hands are shaking— I can't— can't keep them steady. [gasping] I'm sweating buckets even though— even though it's so chilly. Can barely catch my breath, it's… it's… uh, coming out so shaky— like— like a shallow, wheezy whisper that— that doesn’t— doesn’t sound like me… [wheezing] It— It feels like, like I'm gonna pass out, uh, any second now— [whispering] Oh God, help."
Hyperventilation,"Arrhythmia, Burns","Oh God— Oh God— [wheezing] I— I need help— I— um— I can't— I can't stop shivering— my teeth— they won't stop chattering— I— I— [coughing]— I have a cough so dry it feels like I'm swallowing sandpaper— [sniffles] and my— my— my whole body— [moans] aches all over— like I— I've been hit by a bus or— or something. [gasping] I'm finding it hard to— catch my breath, too. [cries] Is— is anyone there? Can— can anyone hear me? 

My— my— [sobbing] my skin is so sensitive, it's like— it's like— um— it feels like I'm being pricked by needles all over— every time I move— move my arms or legs. Oh God, it's just— it's so— [whispering] unbearable. I— I'm feeling faint too— [sighs heavily] I've— I've never felt this weak before. [wheezing] Please— please, someone— someone help me."
Hyperventilation,"Burns, Arrhythmia","I... uh... hi, I... [breathing heavily] need— I need help. My— my wife... she's— [sobbing] lying on the floor and she's, um, cold— so cold, and sweaty. She can't stay awake, can't... [gasps] speak properly. [crying] Something about her heart, it's... it's beating so fast, and I— Oh, God, she's coughing— [coughing] can hardly breathe... 

She keeps having these— these [whispering] terrifying hallucinations [sobbing] and seizures. I... I found her in the bathroom, she was confused and [swallows] couldn't move her— her legs. And... [sobs] her eyes... her pupils are so wide... [voice breaking] it's like she's not there. Please... [crying] save her. I— I need her... [whispering] please..."
Hyperventilation,"Arrhythmia, Burns","Oh God, I— I need help... I— my friend. [choking back tears] He's in real— really bad shape. He's all sweaty... T-totally out of breath. [suppressing a sob] That's... not normal for him. He's an athlete, for God's sake. Can't... can't even remember what he did five minutes ago. Confused... slurred speech, oh God...

[barely whispering] And he's so, so hot to touch. I— I think he might have a fever... But his — his face, looks pale as a ghost. Keeps clutching his chest. He can’t stand up, I— I think his legs might be giving out. Please [sniffles], I need someone here now. [sirens in distance] Can't stand seeing him like this... it—it's terrifying."
Hyperventilation,"Arrhythmia, Burns","I— I just— [gasping] I'm calling cause my— my friend, she's— she's in trouble. [crying] She can't— she can't seem to breathe right. It's— it's like she's— um, [whispering] struggling to… to catch her breath. [sobbing]

And then, there's these— these awful red spots all over her— her face and neck. [sighs] Kinda— kinda like a rash or something. And then, her— her mouth— it's so dry, she can't even swallow properly, not even water. [crying] You guys— need to get here quick— please, she's— she's scaring me…"
Shock,"Paleness, Burns, Arrhythmia","I— I.. uh can barely breathe— [wheezing] can’t catch my breath. My chest— oh god my chest... feels like... feels like somebody’s sitting on it. It's so heavy... so tight. My, um, my heart— I can feel it— [gasping] it’s thumping so fast... so loud... can’t keep my balance. I— I am constantly dizzy. Uh, keep breaking out into this— this terrible cold sweat... And— and... and my throat... [coughing] it feels like it's closing up.

I... [sighs] I think I'm about to faint... I— I can barely think straight. My vision's all— all blurry. [traffic noise] I started getting these— um, these shakes, uncontrollable. Have... no energy... left. Feels like I've been running a— a marathon. Haven’t been able to swallow. I— I can’t... cannot... uh— [whispering] can't stay awake."
Shock,"Arrhythmia, Rapid Pulse, Weakness","Uh, h-hello, I— [breathing heavily] God, I don’t know what to do. My— my husband, he c-can’t breathe properly— [gasping] and he's got this terrible cough— [coughing in background]. He’s all sweaty, uh, like he's run a marathon, but he's so cold to the touch, like, like ice—. [Sighs] His heart’s beating like a jackhammer, I-I can feel it through his chest and he, he just looks so weak, I-I never seen him like this— [sobbing].  He’s struggling, I-I don’t know what to do—. [ambient noise, television in background]. Please— we need help now."
Shock,"Arrhythmia, Rapid Pulse, Weakness","I— I just— [sobbing] don't know what's...what's happening. She's...uh...unresponsive and my—my hands are [crying] shaking. She suddenly...um...collapsed— it's—it's like she can't stay upright anymore. Like someone turned off a switch. [breathing heavily] And then she...oh God, she can't even look at anything bright. It seems like her eyes are sensitive to light. And— and now she just— she can't stop coughing.

It's just— I...I don't even know what to do. The last thing she had was some tea and then— then she was complaining that—um—um—  it's too cold. She keeps on saying, keeps on repeating it but her skin, it— it's burning up. [gasping] You— you need to send someone. Please."
Shock,"Burns, Weakness, Unconsciousness","I— I can't… Uh, I… [sobbing] My husband, he can't move and— and he seems so dizzy. He just collapsed out of nowhere. [crying] I— I don't know what— um… His skin— it's all pale like there's no blood left in him. And there's this horrible hacking, like— like he can't stop coughing, [coughing] [sighs] and he's barely breathing— [gasping] it's like he's choking on— on something.

And his— uh— his heart, it— um— it's beating so fast, like a— a racehorse. [Breathing heavily] He's so cold— his hands, his face— but he keeps sweating, drenching his shirt. Um, and his stomach, it's distended— like a balloon and he's— he's vomiting. I– I can't… [cries] I don't— I just don't know what to do… Please, help us— [sirens in distance] Oh God, you have to come now, please…"
